,Tweet,tags,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiment,Subjectivity,Polarity,Sentiment
100,b'@hrtchangbin a what?? this is a fever dream icb.',fever,b fever dream icb,,fever dream icb,0.0,0.0,Neutral
101,b'@voadeewa what a failed state.75 years or so of corruption n religious fever has destroyed a nation that had all.st... https://t.co/rawre1sbmt',fever,b failed state years corruption n religious fever destroyed nation all.st ...,religious,failed state year corruption n religious fever destroyed nation all.st ...,0.275,-0.25,Negative
102,b'its cup fever at woodlands tonight as our j team from div 4 take on our i team from div 3 #cupmagic #giantkilling',fever,b'its cup fever woodlands tonight j team div take team div cupmagic giantkilling,fever tonight,its cup fever woodland tonight j team div take team div cupmagic giantkilling,0.0,0.0,Neutral
103,b'gap fever  https://t.co/m6bjeeawof',fever,b'gap fever,,gap fever,0.0,0.0,Neutral
104,b'literally a fever dream i cannot believe this',fever,b'literally fever dream believe,fever,literally fever dream believe,0.0,0.0,Neutral
105,b'why @karachikingsary still in fever of @iamamirofficial?\n@salman_ary please move on sir g. main bowler failed to ge... https://t.co/s93rcknztz',fever,b'why still fever \n please move sir g. main bowler failed ge ...,  main,why still fever \n please move sir g. main bowler failed ge ...,0.31666666666666665,-0.16666666666666669,Negative
106,"b'for everyone now in a fever over digital id, understand that that ship sailed no later than 2016. \nsoylent green -... https://t.co/vukupykbaz'",fever,b'for everyone fever digital id understand ship sailed later \nsoylent green ...,digital  soylent,for everyone fever digital id understand ship sailed later \nsoylent green ...,0.09999999999999999,-0.06666666666666667,Negative
107,"b'@midknight077 some kinda coughing spell xd mostly when i try to talk no fever or anything though, and covid(-) lol'",fever,b kinda coughing spell xd mostly try talk fever anything though covid lol,covid,kinda coughing spell xd mostly try talk fever anything though covid lol,0.6,0.65,Positive
108,b'#nowplaying to the top (feat. dvi) by psychic fever from exile tribe on j-pop powerplay https://t.co/ffyreth9jt... https://t.co/txrbtftiob',fever,b'nowplaying top feat dvi psychic fever exile tribe j-pop powerplay,top psychic,nowplaying top feat dvi psychic fever exile tribe j-pop powerplay,0.5,0.5,Positive
109,b'im mad cause why tf i woke up with a fever ',fever,b'im mad cause tf woke fever,,im mad cause tf woke fever,1.0,-0.625,Negative
110,b'checking in.\n\ni can definitely tell im improving (just not fast enough lol). the fever for the most part is gone.... https://t.co/ld5rgivla1',fever,b'checking in.\n\ni definitely tell im improving fast enough lol fever part gone ....,lol fever ....,checking in.\n\ni definitely tell im improving fast enough lol fever pagone ....,0.575,0.25,Positive
111,b'@jim_jordan another day another right-wing fever dream fueled diatribe. #gymnasiumjordanisanidiot',fever,b another day another right-wing fever dream fueled diatribe gymnasiumjordanisanidiot,diatribe,another day another right-wing fever dream fueled diatribe gymnasiumjordanisanidiot,0.0,0.0,Neutral
112,b'fever strikes ',fever,b'fever strikes,,fever strike,0.0,0.0,Neutral
113,b'rt @chaeinloop: cabin fever concept trailer # cut. https://t.co/2czosnacbs',fever,b'rt cabin fever concept trailer cut,, cabin fever concept trailer cut,0.0,0.0,Neutral
114,b'did you catch the fever flying toward the moon?\nsailing in space to a distant shore\nyou kind of wonder what they ca... https://t.co/hlhjrh4juv',fever,b'did catch fever flying toward moon \nsailing space distant shore\nyou kind wonder ca ...,did,did catch fever flying toward moon \nsailing space distant shore\nyou kind wonder ca ...,0.625,0.25,Positive
115,b'@bluebell633 @warmonitors he has a severe copium fever',fever,b severe copium fever,severe,severe copium fever,0.0,0.0,Neutral
116,b'@puppygumdrop @pamelas01846949 ah yes i love fever ray ..and this song too ..thank you',fever,b ah yes love fever ray .. song .. thank,,ah yes love fever ray .. song .. thank,0.6,0.5,Positive
117,"b'@qwz180 @tradsperger sick as hell nov 2019. dont know if it was covid, but 48 hours of fever, heavy sweats, chills... https://t.co/nsvfmj0sbk'",fever,b sick hell nov dont know covid hours fever heavy sweats chills ...,heavy,sick hell nov dont know covid hour fever heavy sweat chill ...,0.6785714285714286,-0.4571428571428572,Negative
118,"b""rt @beliftgallery: 'fever' official mv\n\n# @enhypen_members https://t.co/ydlnq3a9cd""",fever,b '' rt 'fever official mv\n\n,official,`` 'fever official mv\n\n,0.0,0.0,Neutral
119,b'@guitar550 @riffmandale yeah cough and cold-like. i had a fever of 102 a few days ago but was negative so thought was just flu/similar',fever,b yeah cough cold-like fever days ago negative thought flu/similar,cough coldlike negative,yeah cough cold-like fever day ago negative thought flu/similar,0.4,-0.3,Negative
120,b'@joncoopertweets liberal fever dream....\n\nyou leftist fruitcakes are a strange bunch. ',fever,b liberal fever dream .... \n\nyou leftist fruitcakes strange bunch,liberal leftist,liberal fever dream .... \n\nyou leftist fruitcake strange bunch,0.375,-0.05,Negative
121,"b""rt @nup_de: @norbertmao @melindagates disgraceful that min of justice mao is in valentine's fever tagging @melindagates as our nation conti...""",fever,b '' rt disgraceful min justice mao valentine 's fever tagging nation conti ... '', disgraceful,`` disgraceful min justice mao valentine 's fever tagging nation conti ... ``,0.0,0.0,Neutral
122,b'@rmmkjk waking up today was a fever dream and also the best valentines day ever',fever,b waking today fever dream also best valentines day ever,,waking today fever dream also best valentine day ever,0.3,1.0,Positive
123,"b""come to love fever mini artist mart saturday, february 18th, to support artists like alexia's stitch shop! they spe... https://t.co/5sza23gxlu""",fever,b '' come love fever mini artist mart saturday february th support artists like alexia 's stitch shop spe ...,come aist saturday february,`` come love fever mini artist masaturday february th suppoartist like alexia 's stitch shop spe ...,0.6,0.5,Positive
124,b'get it back a new song off my upcoming album fever / sky will be out this thursday. hit the link to pre-save th... https://t.co/rslo29tlkp',fever,b'get back new song upcoming album fever sky thursday hit link pre-save th ...,new upcoming link presave,get back new song upcoming album fever sky thursday hit link pre-save th ...,0.22727272727272727,0.06818181818181818,Positive
125,"b""@norbertmao @melindagates disgraceful that min of justice mao is in valentine's fever tagging @melindagates as our... https://t.co/adglw4ucpm""",fever,b '' disgraceful min justice mao valentine 's fever tagging ...,disgraceful,`` disgraceful min justice mao valentine 's fever tagging ...,0.0,0.0,Neutral
126,"b""today it's 'can't live without love' \n(a song inspired by the film 'tulip fever')\nfrom my album 'wars of nature'... https://t.co/2gvdb7daq6""",fever,b '' today 's 'ca n't live without love \n song inspired film 'tulip fever \nfrom album 'wars nature ...,album,`` today 's 'ca n't live without love \n song inspired film 'tulip fever \nfrom album 'wars nature ...,0.55,0.3181818181818182,Positive
127,b'cant even believe #loveagainmovie trailer came out. feels like a fever dream but cant wait to see @priyankachopra... https://t.co/ou2w77gjlx',fever,b'cant even believe loveagainmovie trailer came feels like fever dream cant wait see ...,cant loveagainmovie,cant even believe loveagainmovie trailer came feel like fever dream cant wait see ...,0.0,0.0,Neutral
128,"b""i guess i can't travel anymore. went to visit some family who live 4 hours from me and i came back with a fever and... https://t.co/vxegkkm4tt""",fever,b '' guess ca n't travel anymore went visit family live hours came back fever ...,,`` guess ca n't travel anymore went visit family live hour came back fever ...,0.25,0.06818181818181818,Positive
129,b'boohoon\ni had a fever\nuntil i met you\nnow you make me cool',fever,b'boohoon\ni fever\nuntil met you\nnow make cool,you now,boohoon\ni fever\nuntil met you\nnow make cool,0.65,0.35,Positive
130,b' marburg virus disease is an often fatal illness which causes hemorrhagic fever in humans https://t.co/r3pqvlx11k',fever,b marburg virus disease often fatal illness causes hemorrhagic fever humans,fatal illness,marburg virus disease often fatal illness cause hemorrhagic fever human,0.1,0.0,Neutral
131,b'@goodgir17753533 cat scratch fever...',fever,b cat scratch fever ...,,cat scratch fever ...,0.0,0.0,Neutral
132,"b'""men fall from the sky, the gods hurl thunderbolts, innocents die. that\'s how it starts, sir. the fever, the rage,... https://t.co/ljueg9twgb'",fever,b '' men fall sky gods hurl thunderbolts innocents die that\ 's starts sir fever rage ...,sky,`` men fall sky god hurl thunderbolt innocent die that\ 's stasir fever rage ...,0.7,0.5,Positive
133,"b'@emeraldrobinson swamp fever.\nthey think the rest of the country is, and thinks, just like them.'",fever,b swamp fever.\nthey think rest country thinks like,rest,swamp fever.\nthey think rest country think like,0.0,0.0,Neutral
134,b'rt @naranjo_star: yessssss. my ass will always have bieber fever https://t.co/8ycfhpbbak',fever,b'rt yessssss ass always bieber fever,, yes as always bieber fever,0.0,0.0,Neutral
135,b'rt @babycatcalla: marburg virus (ebola) has been detected in  guinea. hemorrhagic fever.  mortality rate 90%',fever,b'rt marburg virus ebola detected guinea hemorrhagic fever mortality rate,, marburg virus ebola detected guinea hemorrhagic fever mortality rate,0.0,0.0,Neutral
136,b'@tayeditsx like a fever-dream!',fever,b like fever-dream,,like fever-dream,0.0,0.0,Neutral
137,"b""@ujuanya keep living in that fever dream of white racism. it's unhealthy to want so badly to be oppressed.""",fever,b '' keep living fever dream white racism 's unhealthy want badly oppressed '',white unhealthy,`` keep living fever dream white racism 's unhealthy want badly oppressed ``,0.45555555555555555,-0.36666666666666664,Negative
138,b'gm! was on my way to a date and halfway there my son called from school sick with a fever. motherhood calls \nhappy... https://t.co/ao7dqfu5jl',fever,b'gm way date halfway son called school sick fever motherhood calls \nhappy ...,gm  happy,gm way date halfway son called school sick fever motherhood call \nhappy ...,0.8571428571428571,-0.7142857142857143,Negative
139,b'what kind of flu do u have? asshat fever?',fever,b'what kind flu u asshat fever,,what kind flu u asshat fever,0.9,0.6,Positive
140,"b'rt @jnewsombot: but i took my fishing pole (fearing your fever),\ndown to the swimming hole, where there grows a bitter herb\nthat blooms but...'",fever,b'rt took fishing pole fearing fever \ndown swimming hole grows bitter herb\nthat blooms ..., down, took fishing pole fearing fever \ndown swimming hole grows bitter herb\nthat bloom ...,0.5,-0.1,Negative
141,b'post movie fever is real',fever,b'post movie fever real,real,post movie fever real,0.30000000000000004,0.2,Positive
142,b'karlsson fever is sweeping the nation  https://t.co/uxhj68cvu8',fever,b'karlsson fever sweeping nation,sweeping,karlsson fever sweeping nation,0.0,0.0,Neutral
143,"b""flee refine subtlety fever 'we,' carry,\n?\n\n\nvox2\nvox2\nvox2""",fever,b '' flee refine subtlety fever 'we carry \n \n\n\nvox\nvox\nvox '',flee,`` flee refine subtlety fever 'we carry \n \n\n\nvox\nvox\nvox ``,0.0,0.0,Neutral
144,b'@tomseus omg yes like back rooms but weird and there were so many doors and bookshelves- that stream felt like a fever dream',fever,b omg yes like back rooms weird many doors bookshelves- stream felt like fever dream,many bookshelves,omg yes like back room weird many door bookshelves- stream felt like fever dream,0.5,0.0,Neutral
145,"b'my baby fever is insane, i can cry '",fever,b'my baby fever insane cry,,my baby fever insane cry,1.0,-1.0,Negative
146,b'now playing:  bee gees - night fever  listen live: https://t.co/819vb4p34b',fever,b'now playing bee gees night fever listen live,now live,now playing bee gee night fever listen live,0.5,0.13636363636363635,Positive
147,"b""rt @thiswitchwrites: okay i'm still sick and maybe have a fever and so i tried writing from bed, fell down a research rabbit hole instead a...""",fever,b '' rt okay 'm still sick maybe fever tried writing bed fell research rabbit hole instead ... '', sick tried hole,`` okay 'm still sick maybe fever tried writing bed fell research rabbit hole instead ... ``,0.6785714285714286,-0.10714285714285715,Negative
148,b'the truth is out there: ufo fever grips congress - politico https://t.co/tibjrtkdwh',fever,b'the truth ufo fever grips congress politico,ufo,the truth ufo fever grip congress politico,0.0,0.0,Neutral
149,b'@devsprings i have a fever so im sorry this isnt as good as usual i destroyed my throat for this but heres this... https://t.co/ak3zmgx3zw',fever,b fever im sorry isnt good usual destroyed throat heres ...,good usual,fever im sorry isnt good usual destroyed throat here ...,0.6166666666666667,-0.01666666666666668,Negative
150,b'd his wife after this. scarlet fever\nrag\n_discount_noon_code_namshi_coupon_sivvi_promo_non_s_\nto her.\n\nin vain her https://t.co/c5gmojt4jl',fever,b 'd wife scarlet fever\nrag\n_discount_noon_code_namshi_coupon_sivvi_promo_non_s_\nto her.\n\nin vain,fever rag  discount noon code namshi coupon sivvi promo non s  to,'d wife scarlet fever\nrag\n_discount_noon_code_namshi_coupon_sivvi_promo_non_s_\nto her.\n\nin vain,0.0,0.0,Neutral
