,tags,Cleaned_tweet,recommend,symptoms1
1155,nausea,edibles     sick dog danger discarded weed edible nausea wobbling confusion symptom   ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1158,nausea,nausea wan kill local champion leader tomorrow,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1161,nausea,ive always done really bad nausea like past week killing,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1162,nausea,     :  nausea wobbling confusion dog getting sick discarded weed ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1169,nausea,ate much today omg feel sick rn trying purge might throw natural nausea hate  edtwt,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1171,nausea,hate person really cover eye feeling nausea uncovered ear,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1172,nausea,nausea wobbling confusion dog getting sick discarded weed   reinforcing ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1175,nausea,spin nausea trouble balance,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1178,nausea,suck really bad ever tried ginger nausea worked preg ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1179,nausea,yup really hard time distinguishing hunger nausea body rude,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1180,nausea,the constant nausea heartbreak worst pau say wrong thing literally throw u,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1183,nausea,neighboring son sick pounding headache body ache chilled nausea upset stomach,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1185,nausea,     :  nausea wobbling confusion dog getting sick discarded weed ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1187,nausea,saw nausea single tear shed black national anthem. the asian mexican calling ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1190,nausea,no eat dehydrated almost hr sleep heavy heanausea headache back pain,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1202,nausea, nausea wobbling state weed legal dog getting sick discarded weed ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1203,nausea,  anyone know well know n't get sick barf even migraine  lot nausea barfed ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1205,nausea,somebody please fucking help yall nausea im assuming happening im eating ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1206,nausea,day worst nausea painful joint,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1207,nausea,hunger nausea actual fucking devil,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1208,nausea,ill never forget pregnancy nausea sniffing rubbing alcohol,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1218,nausea,picture could turham green least make feel bit ickenham despite nausea im ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1223,nausea,is bad havent left house since ive taken atleast oc migraine pill nausea severe ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1227,nausea, nausea wobbling confusion dog getting sick discarded weed,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1229,nausea,my nausea getting worse every day going,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1233,nausea,nausea wobbling confusion dog getting sick discarded weed,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1241,nausea,  nausea wobbling confusion dog getting sick discarded weed    ,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1244,nausea,nausea wobbling confusion dog getting sick discarded weed,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1246,nausea, nausea wobbling confusion dog getting sick discarded weed new york time,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1247,nausea,nausea wobbling confusion dog getting sick discarded weed,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1249,nausea,nausea wobbling confusion dog getting sick discarded weed new york time,"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
