,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
80,"b'this is what i warned about ""hemorhagic fever"" (similar to ebola)\n\nthey are talking about it now .... stock up on c... https://t.co/q3odsn2jvi'",fever,this warned   hemorhagic fever   similar ebola   they talking . stock c ,0.4,0,Neutral,"['hemorhagic fever', 'similar ebola', 'stock', 'c']","['hemorhagic', 'similar']",The Gifts of Imperfection by Brené Brown (book)
81,b'i am feeling kaafi sick rn:)))) this fever is killing me',fever,feeling kaafi sick rn fever killing,0.857142857,-0.714285714,Negative,"['kaafi', 'sick rn', 'fever']",['sick'],Dress in Light Clothing.
82,b'@_yunkicafe mine fever',fever,mine fever,0,0,Neutral,"['mine', 'fever']",[],The Science of Well-Being Course (online course)
83,"b'rt @catiezee: ""illness was the cause of the sharp rises in absences before christmas, as strep a...scarlet fever...as well as covid...empti...'",fever,   illness cause sharp rise absence christmas strep  scarlet fever  well covid  empti ,0.375,-0.06875,Negative,"['illness', 'cause', 'sharp rise', 'absence', 'christmas', 'strep scarlet', 'covid empti']","['sharp', 'strep', 'covid']",Dress in Light Clothing.
84,b'all my nephews and nieces give me baby fever',fever,all nephew niece give baby fever,0,0,Neutral,"['baby', 'fever']",['nephew'],plan a weekend getaway to a nature retreat or spa
85,"b'@crystalbunni i caught baby fever soooooo bad, yesterday!!!'",fever,caught baby fever soooooo bad yesterday,0.666666667,-0.7,Negative,"['caught', 'baby', 'fever', 'soooooo', 'bad yesterday']",['bad'],Dress in Light Clothing.
86,b'this fever nd being at school got me fuuuuucked up rn',fever,this fever nd school got fuuuuucked rn,0,0,Neutral,"['this fever', 'nd school', 'rn']",['nd'],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
87,b'today has by far been one of the toughest days as a single mother. ive been running a fever most of the day and st... https://t.co/mdhpgug4gz',fever,today far one toughest day single mother ive running fever day st ,0.607142857,0.014285714,Positive,"['today', 'day', 'single mother', 'ive running', 'day']","['toughest', 'single', 'ive']",The Science of Well-Being Course (online course)
88,b'@blake_allen13 @billscher eh i dont think someone ever loses presidential fever once they catch it. but the path f... https://t.co/5ensb1w91t',fever,eh dont think someone ever loses presidential fever catch path f ,0.1,-0.3,Negative,"['eh dont', 'someone', 'presidential fever', 'path', 'f']","['eh', 'presidential']",Dress in Light Clothing.
89,"b'limits,in demarest, certified, self-willingness fever intimidation\n?\n\n\nax\nax\nax'",fever,limits demarest certified self willingness fever intimidation     ax ax ax,0,0,Neutral,"['self', 'willingness', 'fever', 'intimidation', 'ax', 'ax']",['demarest'],The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
90,b'still think this is a fever dream https://t.co/scnhax0cx5',fever,still think fever dream,0,0,Neutral,['fever dream'],['fever'],Positive Psychology: Martin Seligman's Visionary Science 
91,"b'fever, inevitable. scanner. disappointment house. react\n?\n\n\nh80\nh80\nh80'",fever,fever inevitable scanner disappointment house react     ,0.7,-0.3,Negative,"['inevitable scanner', 'disappointment', 'house', 'react']",['inevitable'],Dress in Light Clothing.
92,"b'hi fever,i can feel you coming,i can feel you.'",fever,hi fever feel coming feel,0,0,Neutral,"['hi', 'fever', 'feel']",[],"The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
93,b'@throatmealrulez how high is the fever..? ',fever,high fever ..,0.54,0.16,Positive,"['high fever', '..']",['high'],Authentic Happiness by Martin Seligman (book)
94,b'i am panicking!!!!!!! this has to be a fever dream. https://t.co/o5weoefv73',fever,panicking fever dream,0,0,Neutral,"['fever', 'dream']",[],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
95,"b'nnewi, what is this?\n\nnnewi is still standing for peter obi \n\nnnewi added more heat untop of ladipo fever ... https://t.co/iycdqylf2z'",fever,nnewi   nnewi still standing peter obi   nnewi added heat untop ladipo fever ,0,0,Neutral,"['nnewi', 'peter', 'nnewi', 'heat', 'untop ladipo', 'fever']",['untop'],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
96,b'how to sleep with a fever',fever,how sleep fever,0,0,Neutral,['sleep fever'],['sleep'],The Science of Well-Being Course (online course)
97,"b'- people, with sunset suffering an endless fever.\n\ncan she reverse the spell, even being affected by it herself?'",fever,  people sunset suffering endless fever.  can reverse spell even affected,0.75,-0.125,Negative,"['endless', 'fever']",['affected'],Dress in Light Clothing.
98,b'i thought allergies but now my body hurt and i confirmed a fever. hopefully not the flu again . nap time ',fever,thought allergy body huconfirmed fever hopefully flu nap time,0,0,Neutral,"['allergy', 'body', 'flu nap time']","['flu', 'nap']",The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
99,b'craw fever gna knock me out in this car',fever,craw fever gna knock car,0,0,Neutral,"['craw', 'fever', 'gna', 'knock', 'car']",[],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
100,b'@hrtchangbin a what?? this is a fever dream icb.',fever,fever dream icb,0,0,Neutral,"['dream', 'icb']",[],A Course in Miracles by Foundation for Inner Peace (book)
101,b'@voadeewa what a failed state.75 years or so of corruption n religious fever has destroyed a nation that had all.st... https://t.co/rawre1sbmt',fever,failed state year corruption n religious fever destroyed nation all.st ,0.275,-0.25,Negative,"['state', 'year', 'corruption', 'religious fever', 'nation', 'all.st']",['religious'],Dress in Light Clothing.
102,b'its cup fever at woodlands tonight as our j team from div 4 take on our i team from div 3 #cupmagic #giantkilling',fever,its cup fever woodland tonight j team div take team div cupmagic giantkilling,0,0,Neutral,"['cup', 'fever', 'woodland', 'tonight', 'j', 'team', 'div', 'team', 'div', 'cupmagic']",[],Positive Psychology: Martin Seligman's Visionary Science 
103,b'gap fever  https://t.co/m6bjeeawof',fever,gap fever,0,0,Neutral,"['gap', 'fever']",[],The Alchemist by Paulo Coelho (book)
104,b'literally a fever dream i cannot believe this',fever,literally fever dream believe,0,0,Neutral,['fever dream'],['fever'],The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
105,b'why @karachikingsary still in fever of @iamamirofficial?\n@salman_ary please move on sir g. main bowler failed to ge... https://t.co/s93rcknztz',fever,why still fever   please move sir g. main bowler failed ge ,0.316666667,-0.166666667,Negative,"['please move', 'sir', 'g.', 'main bowler', 'ge']","['please', 'main']",Dress in Light Clothing.
106,"b'for everyone now in a fever over digital id, understand that that ship sailed no later than 2016. \nsoylent green -... https://t.co/vukupykbaz'",fever,for everyone fever digital id understand ship sailed later  soylent green ,0.1,-0.066666667,Negative,"['everyone', 'fever', 'digital id', 'ship', 'soylent green']","['digital', 'soylent']",Dress in Light Clothing.
107,"b'@midknight077 some kinda coughing spell xd mostly when i try to talk no fever or anything though, and covid(-) lol'",fever,kinda coughing spell xd mostly try talk fever anything though covid lol,0.6,0.65,Positive,"['kinda', 'spell', 'talk', 'fever', 'anything', 'covid lol']",['covid'],The Miracle Morning by Hal Elrod (book)
108,b'#nowplaying to the top (feat. dvi) by psychic fever from exile tribe on j-pop powerplay https://t.co/ffyreth9jt... https://t.co/txrbtftiob',fever,nowplaying top feat dvi psychic fever exile tribe j pop powerplay,0.5,0.5,Positive,"['top feat', 'dvi', 'psychic fever', 'exile', 'tribe', 'j', 'pop', 'powerplay']","['top', 'psychic']",The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
109,b'im mad cause why tf i woke up with a fever ',fever,im mad cause tf woke fever,1,-0.625,Negative,"['im', 'mad', 'cause', 'tf', 'fever']",[],Dress in Light Clothing.
110,b'checking in.\n\ni can definitely tell im improving (just not fast enough lol). the fever for the most part is gone.... https://t.co/ld5rgivla1',fever,checking in.  i definitely tell im improving fast enough lol fever pagone .,0.575,0.25,Positive,"['lol fever', 'pagone']",['lol'],A Course in Miracles by Foundation for Inner Peace (book)
111,b'@jim_jordan another day another right-wing fever dream fueled diatribe. #gymnasiumjordanisanidiot',fever,another day another right wing fever dream fueled diatribe gymnasiumjordanisanidiot,0,0,Neutral,"['another day', 'another right', 'dream', 'diatribe gymnasiumjordanisanidiot']",['diatribe'],"The Joy of Movement: How Exercise Helps Us Find Happiness, Hope, Connection, and Courage by Kelly McGonigal (book)"
112,b'fever strikes ',fever,fever strike,0,0,Neutral,"['fever', 'strike']",[],Join a yoga class or a meditation group
113,b'rt @chaeinloop: cabin fever concept trailer # cut. https://t.co/2czosnacbs',fever, cabin fever concept trailer cut,0,0,Neutral,"['cabin', 'fever', 'trailer', 'cut']",[],The Science of Happiness Course by UC Berkeley (online course)
114,b'did you catch the fever flying toward the moon?\nsailing in space to a distant shore\nyou kind of wonder what they ca... https://t.co/hlhjrh4juv',fever,did catch fever flying toward moon  sailing space distant shore you kind wonder ca ,0.625,0.25,Positive,"['fever', 'moon', 'space', 'distant', 'shore', 'kind', 'wonder']",[],The How of Happiness by Sonja Lyubomirsky (book)
115,b'@bluebell633 @warmonitors he has a severe copium fever',fever,severe copium fever,0,0,Neutral,"['severe copium', 'fever']",['severe'],The Power of Positive Thinking by Norman Vincent Peale (book)
116,b'@puppygumdrop @pamelas01846949 ah yes i love fever ray ..and this song too ..thank you',fever,ah yes love fever ray .. song .. thank,0.6,0.5,Positive,"['ray ..', 'song', 'thank']","['ah', 'ray']",join a community service project or volunteer for a cause they care about
117,"b'@qwz180 @tradsperger sick as hell nov 2019. dont know if it was covid, but 48 hours of fever, heavy sweats, chills... https://t.co/nsvfmj0sbk'",fever,sick hell nov dont know covid hour fever heavy sweat chill ,0.678571429,-0.457142857,Negative,"['sick hell', 'covid hour', 'heavy sweat', 'chill']","['sick', 'covid', 'heavy']",Dress in Light Clothing.
118,"b""rt @beliftgallery: 'fever' official mv\n\n# @enhypen_members https://t.co/ydlnq3a9cd""",fever,  'fever official mv  ,0,0,Neutral,['official mv'],['official'],"The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
119,b'@guitar550 @riffmandale yeah cough and cold-like. i had a fever of 102 a few days ago but was negative so thought was just flu/similar',fever,yeah cough cold like fever day ago negative thought flu similar,0.4,-0.3,Negative,"['cough cold', 'fever', 'day', 'negative thought', 'flu']","['cough', 'negative', 'similar']",Dress in Light Clothing.
120,b'@joncoopertweets liberal fever dream....\n\nyou leftist fruitcakes are a strange bunch. ',fever,liberal fever dream .   you leftist fruitcake strange bunch,0.375,-0.05,Negative,"['liberal fever', 'dream', 'fruitcake strange bunch']","['liberal', 'fruitcake', 'strange']",Dress in Light Clothing.
121,"b""rt @nup_de: @norbertmao @melindagates disgraceful that min of justice mao is in valentine's fever tagging @melindagates as our nation conti...""",fever,  disgraceful min justice mao valentine 's fever tagging nation conti   ,0,0,Neutral,"['disgraceful min', 'justice', 'valentine', 'fever', 'nation', 'conti']",['disgraceful'],"take up a new hobby or creative pursuit, such as painting, photography, or writing"
122,b'@rmmkjk waking up today was a fever dream and also the best valentines day ever',fever,waking today fever dream also best valentine day ever,0.3,1,Positive,"['today', 'fever', 'dream', 'valentine', 'day']",['best'],"take up a new hobby or creative pursuit, such as painting, photography, or writing"
123,"b""come to love fever mini artist mart saturday, february 18th, to support artists like alexia's stitch shop! they spe... https://t.co/5sza23gxlu""",fever,  come love fever mini artist masaturday february th suppoartist like alexia 's stitch shop spe ,0.6,0.5,Positive,"['love', 'fever', 'artist', 'masaturday', 'february th suppoartist', 'alexia', 'stitch', 'shop', 'spe']","['february', 'th']",The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
124,b'get it back a new song off my upcoming album fever / sky will be out this thursday. hit the link to pre-save th... https://t.co/rslo29tlkp',fever,get back new song upcoming album fever sky thursday hit link pre save th ,0.227272727,0.068181818,Positive,"['new song', 'upcoming album', 'fever', 'sky', 'thursday', 'th']","['new', 'upcoming', 'link']",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
125,"b""@norbertmao @melindagates disgraceful that min of justice mao is in valentine's fever tagging @melindagates as our... https://t.co/adglw4ucpm""",fever,  disgraceful min justice mao valentine 's fever tagging ,0,0,Neutral,"['disgraceful min', 'justice', 'valentine', 'fever', 'tagging']",['disgraceful'],Positive Psychology: Martin Seligman's Visionary Science 
126,"b""today it's 'can't live without love' \n(a song inspired by the film 'tulip fever')\nfrom my album 'wars of nature'... https://t.co/2gvdb7daq6""",fever,  today 's 'ca n't live without love   song inspired film 'tulip fever  from album 'wars nature ,0.55,0.318181818,Positive,"['today', 'love', 'song', 'film', 'fever', 'nature']",['album'],Join a yoga class or a meditation group
127,b'cant even believe #loveagainmovie trailer came out. feels like a fever dream but cant wait to see @priyankachopra... https://t.co/ou2w77gjlx',fever,cant even believe loveagainmovie trailer came feel like fever dream cant wait see ,0,0,Neutral,"['loveagainmovie trailer', 'feel', 'fever', 'dream', 'cant', 'wait']","['cant', 'loveagainmovie']",Flow: The Psychology of Optimal Experience by Mihaly Csikszentmihalyi (book)
128,"b""i guess i can't travel anymore. went to visit some family who live 4 hours from me and i came back with a fever and... https://t.co/vxegkkm4tt""",fever,  guess ca n't travel anymore went visit family live hour came back fever ,0.25,0.068181818,Positive,"['guess', 'family', 'hour', 'fever']",[],The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
