,Unnamed: 0,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final,recommend,symptoms1
593,593,"b'@garlicchaild take care, everyone in my house is sick with a fever of 102 to 104'",fever,take care everyone house sick fever,0.857142857,-0.714285714,Negative,"['care', 'everyone', 'house', 'sick fever']",['sick'],Dress in Light Clothing.,Dress in Light Clothing.,No
600,600,b'feed a cold and starve a fever  #quotes',fever,feed cold starve fever quote,1.0,-0.6,Negative,"['feed', 'cold starve', 'fever', 'quote']",['cold'],Dress in Light Clothing.,Dress in Light Clothing.,No
605,605,b'not these bitches sending home with a 101 fever &amp; a high blood pressure like wtf &amp; dont know whats wrong with me',fever,not bitch sending home fever amp high blood pressure like wtf amp dont know whats wrong,0.813333333,-0.28,Negative,"['home', 'fever', 'high blood', 'pressure', 'wtf', 'amp', 'dont']","['high', 'wrong']",Dress in Light Clothing.,Dress in Light Clothing.,No
608,608,b'during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/hxsj3k3g6f',fever,during brucelee movie time title song ni single night lo finish chesadu fever unna kooda amp srk visited song se ,0.214285714,-0.071428571,Negative,"['brucelee movie', 'time', 'title', 'song', 'single night', 'lo', 'finish chesadu', 'fever', 'unna kooda', 'amp', 'srk', 'song se']","['brucelee', 'single', 'finish', 'unna', 'song']",Dress in Light Clothing.,Dress in Light Clothing.,No
610,610,"b'just when i thought life was going too smoothly for my liking, i was slapped with a nasty viral fever. thanks bhagwan '",fever,just thought life going smoothly liking slapped nasty viral fever thanks bhagwan,0.566666667,-0.133333333,Negative,"['life', 'nasty viral fever']","['nasty', 'viral']",Dress in Light Clothing.,Dress in Light Clothing.,No
611,611,"b""okay i'm still sick and maybe have a fever and so i tried writing from bed, fell down a research rabbit hole instea... https://t.co/9zxifwwnxj""",fever,  okay 'm still sick maybe fever tried writing bed fell research rabbit hole instea ,0.678571429,-0.107142857,Negative,"['okay', 'bed', 'research', 'rabbit', 'hole', 'instea']","['sick', 'tried']",Dress in Light Clothing.,Dress in Light Clothing.,No
615,615,"b'@gthankcity pink venom , wildest dreams, the hills, fever'",fever,pink venom wildest dream hill fever,0.3,-0.1,Negative,"['pink', 'venom', 'dream', 'hill', 'fever']",['wildest'],Dress in Light Clothing.,Dress in Light Clothing.,No
619,619,"b'rt @varsityaces: north jersey is in the grips of tournament fever. every night, just about, is a title game that will impact the north jers...'",fever, north jersey grip tournament fever every night title game impact north jers ,0.4,-0.4,Negative,"['north jersey', 'grip', 'tournament', 'fever', 'every night', 'title', 'game']","['north', 'impact', 'north']",Dress in Light Clothing.,Dress in Light Clothing.,No
626,626,b'feeling sick like a fever while youre on holiday is the worse feeling ever',fever,feeling sick like fever youre holiday worse feeling ever,0.728571429,-0.557142857,Negative,"['fever', 'youre', 'holiday', 'feeling']",['sick'],Dress in Light Clothing.,Dress in Light Clothing.,No
628,628,b'@thedenisecrosby @startrek @startrekonpplus one would think of an homage or maybe at least a fever dream segment!',fever,one would think homage maybe least fever dream segment,0.4,-0.3,Negative,"['homage', 'fever dream', 'segment']","['least', 'fever']",Dress in Light Clothing.,Dress in Light Clothing.,No
652,652,"b'@areej_abuali same, i have a cold, pinkeye and chilly fever feeling at the moment'",fever,cold pinkeye chilly fever feeling moment,0.95,-0.6,Negative,"['cold pinkeye', 'feeling moment']","['cold', 'feeling']",Dress in Light Clothing.,Dress in Light Clothing.,No
669,669,b'@piquelme21 mbappe or r9 are more overpriced and never worth 10 million and more. some ppl must have fever to buy them for that price.',fever,mbappe r overpriced never worth million ppl must fever buy price,0.1,-0.15,Negative,"['mbappe', 'r', 'ppl', 'price']",['worth'],Dress in Light Clothing.,Dress in Light Clothing.,No
672,672,"b""@como_belladonna i mean at least it isn't baby fever""",fever,  mean least n't baby fever  ,0.54375,-0.30625,Negative,['mean'],[],Dress in Light Clothing.,Dress in Light Clothing.,No
674,674,b'@skzhealingplace get well soon i also got fever today maybe its the season where many people get sick ',fever,get well soon also got fever today maybe season many people get sick,0.678571429,-0.107142857,Negative,"['today', 'season']","['many', 'sick']",Dress in Light Clothing.,Dress in Light Clothing.,No
695,695,b'all the d-2 tracks live performances were gonna get... this feels like a fever dream its insane https://t.co/mrpyajiqsn',fever,all d  track live performance gon na get  feel like fever dream insane,0.75,-0.431818182,Negative,"['all d track', 'live performance', 'gon', 'feel', 'fever', 'dream', 'insane']","['d', 'live']",Dress in Light Clothing.,Dress in Light Clothing.,No
697,697,"b'i am rajalingam,my birth time i white colour,fever to lady, fever what time come to you = your blood dirty time,you... https://t.co/5g6kmakzq0'",fever,rajalingam birth time white colour fever lady fever time come blood dirty time ,0.4,-0.3,Negative,"['birth', 'time', 'white colour', 'fever', 'lady', 'fever', 'time', 'blood', 'dirty', 'time']",['white'],Dress in Light Clothing.,Dress in Light Clothing.,No
701,701,"b'rt @thenews_intl: marburg virus is highly dangerous pathogen that causes severe fever, often accompanied by bleeding and organ failure\n\nrea...'",fever, marburg virus highly dangerous pathogen cause severe fever often accompanied bleeding organ failure  rea ,0.9,-0.6,Negative,"['dangerous pathogen', 'cause', 'organ failure', 'rea']","['dangerous', 'severe', 'organ']",Dress in Light Clothing.,Dress in Light Clothing.,No
708,708,"b""@_lilsi_ thank you! really want to finish the pic today, but i got fever and it's a bit more difficult than i thought """,fever,  thank really want finish pic today got fever 's bit difficult thought  ,0.6,-0.15,Negative,"['finish pic', 'today', 'bit']","['finish', 'difficult']",Dress in Light Clothing.,Dress in Light Clothing.,No
717,717,b'you have a #twitter  very bad fever \n#facebook https://t.co/jjmtsmd0vu',fever,you twitter bad fever  facebook,0.666666667,-0.7,Negative,"['bad fever', 'facebook']",['bad'],Dress in Light Clothing.,Dress in Light Clothing.,No
719,719,b'streams are tentative this week. your girl is fighting this fever and i feel like absolute ass. ill be back as soon as i can ',fever,streams tentative week girl fighting fever feel like absolute as ill back soon,0.633333333,-0.1,Negative,"['tentative week', 'girl', 'like absolute', 'ill']","['tentative', 'like']",Dress in Light Clothing.,Dress in Light Clothing.,No
732,732,b'i talking u real when i tell you i having a fever!!!!!!!!!\nlike seriously my body started shivering and then i went collldddd shaking',fever,talking u real tell fever  like seriously body started shivering went collldddd shaking,0.483333333,-0.066666667,Negative,"['u real tell', 'fever', 'body']","['u', 'real']",Dress in Light Clothing.,Dress in Light Clothing.,No
738,738,b'#aortaed @rktvascular 13 year old with history of fever for 2 weeks and complaints of back ache after falling fro... https://t.co/nmdpru4orf',fever,aortaed year old history fever week complaint back ache falling fro ,0.133333333,-0.066666667,Negative,"['aortaed year', 'old history', 'fever', 'week', 'complaint', 'ache', 'fro']","['aortaed', 'old']",Dress in Light Clothing.,Dress in Light Clothing.,No
752,752,"b'""alright. truth or dare?""\n\n""truth"" taehyung clears his throat, his building worry  churning nausea in his gut.'",nausea,  alright truth dare        truth   taehyung clear throat building worry churning nausea gut,0.641666667,-0.2,Negative,"['alright truth', 'dare', 'truth', 'taehyung', 'clear throat', 'building', 'worry', 'nausea', 'gut']","['alright', 'clear']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
753,753,"b""@theonlyguru @victori00287561 i definitely felt the nausea after listening to this. it's sad that we no longer trea... https://t.co/p2pa5u8z68""",nausea,  definitely felt nausea listening 's sad longer trea ,0.75,-0.25,Negative,['nausea listening'],"['nausea', 'sad']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
755,755,"b""holy shit i can't believe how terrible i feel right now. my nausea is kicking my ass so much i think i'm actually g... https://t.co/feg4kmino9""",nausea,  holy shit ca n't believe terrible feel right nausea kicking as much think 'm actually g ,0.527142857,-0.142857143,Negative,"['holy', 'shit', 'terrible feel']","['terrible', 'much', 'g']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
756,756,"b""@runews getting desperate, or it's worms out of your ass causing you itch and nausea? you are apparently commenting... https://t.co/makdniur2p""",nausea,  getting desperate 's worm as causing itch nausea apparently commenting ,0.675,-0.275,Negative,"['desperate', 'worm', 'itch', 'nausea']",[],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
761,761,"b'rt @mal1976retaf: people are losing livestock. they are feeling nausea, burning eyes and other problems, dead fish and other wildlife for 1...'",nausea, people losing livestock feeling nausea burning eye problem dead fish wildlife ,0.4,-0.2,Negative,"['livestock', 'nausea', 'eye', 'problem', 'dead fish', 'wildlife']",['dead'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
765,765,"b'people are losing livestock. they are feeling nausea, burning eyes and other problems, dead fish and other wildlife... https://t.co/jez5i9jgib'",nausea,people losing livestock feeling nausea burning eye problem dead fish wildlife ,0.4,-0.2,Negative,"['livestock', 'nausea', 'eye', 'problem', 'dead fish', 'wildlife']",['dead'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
766,766,b'had to rush home cause i thought id faint due to nausea. very scary',nausea,had rush home cause thought id faint due nausea scary,0.791666667,-0.375,Negative,"['home', 'cause', 'id faint', 'due nausea']","['id', 'due', 'scary']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
768,768,"b'@kyalexandraaa @jaailaaa they only call for hard drugs not weed, some doctors be telling moms they can smoke to ease their nausea'",nausea,call hard drug weed doctor telling mom smoke ease nausea,0.541666667,-0.291666667,Negative,"['hard drug', 'doctor', 'mom', 'ease', 'nausea']",['hard'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
771,771,"b'rt @chipjacobs1: nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/n9wizfofje'",nausea, nausea wobbling confusion dog getting sick discarded weed,0.857142857,-0.714285714,Negative,"['nausea', 'confusion', 'dog', 'weed']",['sick'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
772,772,b'latest chainsaw man chapter induced terrible nausea in me. unbearably awful situation. its a good life vibes. fu... https://t.co/07vgeozgmg',nausea,latest chainsaw man chapter induced terrible nausea unbearably awful situation good life vibe fu ,0.875,-0.2,Negative,"['chainsaw', 'man', 'chapter', 'terrible nausea', 'awful situation', 'good life']","['latest', 'terrible', 'awful', 'good']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
773,773,b'@jakeshieldsajj stop posting these videos. my nausea is getting worse every time',nausea,stop posting video nausea getting worse every time,0.6,-0.4,Negative,"['stop', 'video', 'nausea', 'every time']",['worse'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
785,785,b'guys how do you deal with nausea all day everyday the medication is not even working every single day ke sana',nausea,guys deal nausea day everyday medication even working every single day ke sana,0.407142857,-0.135714286,Negative,"['nausea day', 'everyday medication', 'every single day', 'sana']","['nausea', 'everyday', 'single']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
