,Tweet,Flag,Tags,prep
47,"b'\xe2\x80\xa2 Menggunakan obat oles kortikosteroid, seperti hidrokortison atau fluocinolone\n\xe2\x80\xa2 Memiliki kondisi medis tertentu,\xe2\x80\xa6 https://t.co/6MQ0wAureB'",1,flu,xe xa menggunakan obat ole kortikosteroid seperti hidrokortison atau fluocinolon xe xa memiliki kondisi medi tertentu xe xa http mq waureb
48,"b'RT @realJaredGilman: rhinoplasty, eye enlargement, quil shave, botox, cheek filler, facial bone surgery, gastric bypass surgery, face lift,\xe2\x80\xa6'",1,surgery,rt realjaredgilman rhinoplasti eye enlarg quil shave botox cheek filler facial bone surgeri gastric bypass surgeri face lift xe xa
49,"b'RT @adamfare1996: The human body is amazing, but making hunger and nausea so similar that you sometimes can\xe2\x80\x99t tell the difference is a mass\xe2\x80\xa6'",1,nausea,rt adamfar human bodi amaz make hunger nausea similar xe differ mass xe xa
50,b'RT @DiabetesUK: Do you know the 4Ts of #T1Diabetes? They are:\n\n\xf0\x9f\x9a\xbd Toilet (needing a wee more)\n\xf0\x9f\x92\xa6 Thirsty\n\xf0\x9f\x98\xb4 Tired\n\xe2\xac\x87\xef\xb8\x8f Thinner\n\nIf you\xe2\x80\x99re alread\xe2\x80\xa6',1,Diabetes,rt diabetesuk diabet xf xbd toilet need wee xf xa thirsti xf xb tire xe xac xef xb thinner nif xe alread xe xa
51,b'RT @diabrarian: Diabetes makes literally everything more complicated and more difficult and I\xe2\x80\x99m just so tired.',1,Diabetes,rt diabrarian diabet make complic difficult xe tire
52,b'RT @txtorangthread: vitamin c serum for daily routine skincare\n\n- a thread - https://t.co/Ac92CgUFwQ',1,skincare,rt txtorangthread vitamin serum daili routin skincar thread http ac cgufwq
53,"b""RT @Kpop_Herald: Cha Eun-woo of @offclASTRO has been named the new face of @Dior Beauty's Capture Totale anti-aging skincare line. The bran\xe2\x80\xa6""",1,skincare,rt kpop herald cha eun woo offclastro name face dior beauti captur total anti age skincar line bran xe xa
54,"b""RT @GeneticsUnzip: You'll have heard of insulin and diabetes.\nBut the same insulin is a growth factor that controls weight.\n\n@rmfreathy @Ex\xe2\x80\xa6""",1,diabetes,rt geneticsunzip ll heard insulin diabet nbut insulin growth factor control weight rmfreathi xe xa
55,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
56,"b'RT @DrEmmaBeckett: And people with diabetes can eat pasta if they want to, but it might require different balance, management and considera\xe2\x80\xa6'",1,diabetes,rt dremmabeckett peopl diabet eat pasta requir balanc manag considera xe xa
57,b'RT @skincare_media: \xef\xbc\x8f\n\xe6\x96\xb0\xe6\x98\xa5\xe3\x81\x8a\xe5\xb9\xb4\xe7\x8e\x89 #\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x9a\xe3\x83\xbc\xe3\x83\xb3\xf0\x9f\x8e\x89\n\xef\xbc\xbc\n\n\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc&amp;\xe3\x83\xaa\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xa7\n\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xae\xe3\x81\x93\xe3\x81\xae\xe9\x87\x8c \xe5\xb0\x8f\xe8\xa2\x8b23\xe8\xa2\x8b\xe3\x82\x92\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xf0\x9f\x8e\x81\n\n\xe3\x80\x90\xe5\xbf\x9c\xe5\x8b\x9f\xe6\x96\xb9\xe6\xb3\x95\xe3\x80\x91\n\xe2\x91\xa0@skincare_media \xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\n\xe2\x91\xa1\xe3\x81\x93\xe3\x81\xae\xe6\x8a\x95\xe7\xa8\xbf\xe3\x82\x92RT\n\n1/17(\xe7\x81\xab)\xe3\x81\xbe\xe3\x81\xa7\xe6\xaf\x8e\xe6\x97\xa5\xe5\x8f\x82\xe5\x8a\xa0\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe2\x9c\xa8 https:/\xe2\x80\xa6',1,skincare,rt skincar media xef xbc xe xb xe xa xe xe xb xb xe xe xad xe xa xe xb xe xe xbc xe xb xf xef xbc xbc xe xe xa xe xad xe xbc amp xe xaa xe xe xa xe xbc xe xe xa xe xe xe xae xe xe xae xe xe xb xe xa xe xa xe xe xe xac xe xbc xe xb xe xf xe xe xbf xe xe xb xe xb xe xe xa skincar media xe xe xe xa xe xad xe xbc xe xa xe xe xae xe xe xa xbf xe rt xe xab xe xbe xe xa xe xaf xe xa xe xe xa xe xa xe xe xbe xe xe xa http xe xa
58,"b'@ohmybeautybank Offline online store, produk skincare sama make up nya ori dari berbagai merek lokal sama luar, ada\xe2\x80\xa6 https://t.co/GxV8m5iXUr'",1,skincare,ohmybeautybank offlin onlin store produk skincar sama nya ori dari berbagai merek lokal sama luar ada xe xa http gxv ixur
59,"b'yo no quiero salir de fiesta, quiero hacerte un skincare'",1,skincare,yo quiero salir de fiesta quiero hacert skincar
60,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
61,"b'I kinda find it funny how my ""beT friend"" ended our friendship over a fight because I might have diabetes'",1,diabetes,kinda find funni bet friend end friendship fight diabet
62,"b""RT @Kpop_Herald: Cha Eun-woo of @offclASTRO has been named the new face of @Dior Beauty's Capture Totale anti-aging skincare line. The bran\xe2\x80\xa6""",1,skincare,rt kpop herald cha eun woo offclastro name face dior beauti captur total anti age skincar line bran xe xa
63,"b'jm yuk angkut skincare underpricenya, new dan original \xf0\x9f\xa4\xa9 via shopee dan tokped, link di rep https://t.co/21PwQUlxQk'",1,skincare,jm yuk angkut skincar underpricenya dan origin xf xa xa shope dan tokp link di rep http pwqulxqk
64,b'WHITENING BODY SERUM\n#UMEBeauty #UandMeBeauty #ThePerfectSkinSolutionForYouandMe #Skincare #BestSkincareIndonesia\xe2\x80\xa6 https://t.co/DQkLk7Z15i',1,Skincare,whiten bodi serum umebeauti uandmebeauti theperfectskinsolutionforyouandm skincar bestskincareindonesia xe xa http dqklk
65,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
66,b'RT @BTianah: Why chase when I\xe2\x80\x99m the catch \n..\nSkincare @btbeautyuganda \nShot #akaysphotography \n#fashion #beauty #londonphotography #street\xe2\x80\xa6',1,Skincare,rt btianah chase xe catch nskincar btbeautyuganda nshot akaysphotographi fashion beauti londonphotographi street xe xa
67,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
68,b'@tanyakanrl Beli skincare',1,skincare,tanyakanrl beli skincar
69,"b'RT @RobertKennedyJr: Skyrocketing rates of obesity and diabetes in the U.S. raise questions about what we\xe2\x80\x99re eating, whether today\xe2\x80\x99s food a\xe2\x80\xa6'",1,diabetes,rt robertkennedyjr skyrocket rate obes diabet rais question xe eat today xe food xe xa
70,"b'RT @glowinbeautyy: \xe2\x9c\xa8 \xe2\x9c\xa8 GIVEAWAY \xe2\x9c\xa8 \xe2\x9c\xa8 \nGuysss aku mau giveaway beberapa skincare kuu, almost new yaaah.\n\n\xe2\x9d\x97\xef\xb8\x8fsyarat\xe2\x9d\x97\xef\xb8\x8f\n\xf0\x9f\x94\x81 retweet tweet ini\n\xe2\x9d\xa4\xef\xb8\x8f li\xe2\x80\xa6'",1,skincare,rt glowinbeautyy xe xa xe xa giveaway xe xa xe xa nguysss aku mau giveaway beberapa skincar kuu yaaah xe xef xb fsyarat xe xef xb xf retweet tweet ini xe xa xef xb li xe xa
71,b'RT @JuliAdinolfi: pasa la rutina de skincare gordo mira esa piel',1,skincare,rt juliadinolfi pasa la rutina de skincar gordo mira esa piel
72,b'RT @Slight_Sounds: Crying on Christmas Eve\nAlmost busting my knee at the gym\nNYE with nowhere to go\nActually keeping up with my skincare ht\xe2\x80\xa6',1,skincare,rt slight sound cri christma eve nalmost bust knee gym nnye nactual keep skincar ht xe xa
73,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
74,"b'RT @BrownHospMed: A middle aged woman presented with acute onset of nausea, vomiting, abdominal pain &amp; seizures. Her son found this in the\xe2\x80\xa6'",1,nausea,rt brownhospm middl age woman present acut onset nausea vomit abdomin pain amp seizur son found xe xa
75,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
76,b'@nurrmraa @secretlyfura Drop skincare products!!',1,skincare,nurrmraa secretlyfura drop skincar product
77,b'RT @skincare_media: \xef\xbc\x8f\n\xe6\x96\xb0\xe6\x98\xa5\xe3\x81\x8a\xe5\xb9\xb4\xe7\x8e\x89 #\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x9a\xe3\x83\xbc\xe3\x83\xb3\xf0\x9f\x8e\x89\n\xef\xbc\xbc\n\n\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc&amp;\xe3\x83\xaa\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xa7\n\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xae\xe3\x81\x93\xe3\x81\xae\xe9\x87\x8c \xe5\xb0\x8f\xe8\xa2\x8b23\xe8\xa2\x8b\xe3\x82\x92\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xf0\x9f\x8e\x81\n\n\xe3\x80\x90\xe5\xbf\x9c\xe5\x8b\x9f\xe6\x96\xb9\xe6\xb3\x95\xe3\x80\x91\n\xe2\x91\xa0@skincare_media \xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\n\xe2\x91\xa1\xe3\x81\x93\xe3\x81\xae\xe6\x8a\x95\xe7\xa8\xbf\xe3\x82\x92RT\n\n1/17(\xe7\x81\xab)\xe3\x81\xbe\xe3\x81\xa7\xe6\xaf\x8e\xe6\x97\xa5\xe5\x8f\x82\xe5\x8a\xa0\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe2\x9c\xa8 https:/\xe2\x80\xa6',1,skincare,rt skincar media xef xbc xe xb xe xa xe xe xb xb xe xe xad xe xa xe xb xe xe xbc xe xb xf xef xbc xbc xe xe xa xe xad xe xbc amp xe xaa xe xe xa xe xbc xe xe xa xe xe xe xae xe xe xae xe xe xb xe xa xe xa xe xe xe xac xe xbc xe xb xe xf xe xe xbf xe xe xb xe xb xe xe xa skincar media xe xe xe xa xe xad xe xbc xe xa xe xe xae xe xe xa xbf xe rt xe xab xe xbe xe xa xe xaf xe xa xe xe xa xe xa xe xe xbe xe xe xa http xe xa
78,b'@nivea_skincare \xe3\x82\xaf\xe3\x82\xbd\xe7\x9c\xa0\xe3\x81\x8f\xe3\x81\xaa\xe3\x82\x8b\xe3\x82\x84\xe3\x81\xa4\xe3\x81\x98\xe3\x82\x83\xe3\x82\x93\xe3\x80\x82\xe6\x96\xb0\xe5\x85\xa5\xe7\xa4\xbe\xe5\x93\xa1\xe3\x81\xae\xe8\x84\xb3\xe3\x82\x92\xe6\xae\xba\xe3\x81\x9d\xe3\x81\x86\xe3\x81\xa8\xe3\x81\x97\xe3\x81\xa6\xe3\x82\x8b\xe3\x81\xae\xe3\x81\xa7\xe3\x81\xaf',1,skincare,nivea skincar xe xaf xe xbd xe xa xe xe xaa xe xe xe xa xe xe xe xe xe xb xe xa xe xa xbe xe xa xe xae xe xb xe xe xae xba xe xe xe xa xe xe xa xe xe xae xe xa xe xaf
79,"b""RT @gemmasbeadery: urgent : trans woman needs insulin!  \nY'all I have type 1 Diabetes and my student health insurance plan just changed. Th\xe2\x80\xa6""",1,Diabetes,rt gemmasbeaderi urgent tran woman insulin ny type diabet student health insur plan chang xe xa
80,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
81,"b""RT @Kpop_Herald: Cha Eun-woo of @offclASTRO has been named the new face of @Dior Beauty's Capture Totale anti-aging skincare line. The bran\xe2\x80\xa6""",1,skincare,rt kpop herald cha eun woo offclastro name face dior beauti captur total anti age skincar line bran xe xa
82,"b'And people with diabetes can eat pasta if they want to, but it might require different balance, management and cons\xe2\x80\xa6 https://t.co/8InChnSIA6'",1,diabetes,peopl diabet eat pasta requir balanc manag con xe xa http inchnsia
83,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
84,"b'RT @dashosunaa_: amo maquillarme, amo arreglar mi cabello, amo hacerme las u\xc3\xb1itas, amo hacerme skincare'",1,skincare,rt dashosunaa amo maquillarm amo arreglar mi cabello amo hacerm la xc xb ita amo hacerm skincar
85,b'RT @JuliAdinolfi: pasa la rutina de skincare gordo mira esa piel',1,skincare,rt juliadinolfi pasa la rutina de skincar gordo mira esa piel
86,"b'To be fair my skincare regime is comprised entirely of ""neglect""'",1,skincare,fair skincar regim compris neglect
87,"b'RT @adamfare1996: The human body is amazing, but making hunger and nausea so similar that you sometimes can\xe2\x80\x99t tell the difference is a mass\xe2\x80\xa6'",1,nausea,rt adamfar human bodi amaz make hunger nausea similar xe differ mass xe xa
88,"b'@janji_bahagia Utk info Nat, supplement ni yg menyembuhkan luka kaki sye disebabkan diabetes awal tahun lepas. Supp\xe2\x80\xa6 https://t.co/pakqloGDaa'",1,diabetes,janji bahagia utk info nat supplement ni yg menyembuhkan luka kaki sye disebabkan diabet awal tahun lepa supp xe xa http pakqlogdaa
89,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
90,"b'RT @allisonoconn: In the name of not gatekeeping information, here\xe2\x80\x99s the skincare routine printout I came across on my dermatology rotation\xe2\x80\xa6'",1,skincare,rt allisonoconn gatekeep inform xe skincar routin printout dermatolog rotat xe xa
